include,v,do,id,powo,taxon_name,taxon_authors,species_syn,species_alt,group,item,description,related,also,source,petruzzello,hill,dalby,vanwyk,anderson,katzer,ucla,polyu,freq,category,tag,comment,kingdom,part,wikipedia,britannica,common_names,wyk_name,dalby_name,hill_name,anderson_name,katzer_name,amar_name,hu_name,wiki_name,other_name,etymologies,wiktionary,plant name,region_of_origin,origin dalby,lat,lon,location,macroarea,cultivation,color,taste_smell,heat,major_uses,ill_source,ill_page,ill_key,ill_link,other_links,wn_plant,wn,wn_comment,English,en_alt,Arabic,ar,ar_literal,ar_alt,Chinese,zh,zh_literal,zh_alt,zh_notes,Hungarian,hu_literal,hu_alt,hu_notes,Cantonese,yu,yu literal,notes,operative,pharmaceutical,tcm,tcm_db,tcm_url,tcm_zh,tcm_pinyin,tcm_en,tcm_desc,medicinal_group,nature_and_flavors,meridian_affinity,action,foc,hu_history_1990,year recorded in TCM,ayurveda,gbif,trop,eol,ncbi,Hindi,hi,hi literal,Hi alt ,Indonesian,Persian
maybe,28.0,,,,Dalbergia sissoo,Roxb.,,Dalbergia parviflora Roxb.,,rosewood,,,,hu_history_1990,,,,,,,,1.0,1,medicine,,,Plantae,heartwood,,,,,,,,,,"sissoo, fragrant rosewood",,"North Indian rosewood, shisham",,,,Tr As,,30.0,69.0,,Asia,,,,,,,,,,,,,,,,,,,,降香,jiàngxiāng,,,,,,,,,,,,,Dalbergiae Odoriferae Lignum,1.0,polyu-tcm,,降香,jiàngxiāng,Rosewood,Dried heart wood of trunk and root of Dalbergia odorifera T. Chen (Fam. Fabaceae),Stasis-resolving hemostatic medicinal,pungent; warm,"Liver, Spleen",,,yes,756,,,,,,,,,,,
maybe,8.0,,,,Citrus jambhiri,,,,,rough lemon,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,rough lemon,,,,,,,,,,,,Trop As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Fortunella japonica,,,,,round kumquat; marumi kumquat,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,round kumquat; marumi kumquat,,,,,,,,,,,,E As (China),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Mentha × rotundifolia,,,,,round-leaved mint; false apple mint,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,round-leaved mint; false apple mint,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Sorbus aucuparia,,,,,rowan,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,rowan,,,,,,,,,,,,Eur; SW Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,11.0,,,,Ruta graveolens,,,,,rue,,,,vanwyk_2014_culinary,1.0,,,1.0,,1.0,,,3,,,,Plantae,leaf; herb,,,,rue; common rue; herb of grace,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium pskemense,,,,,Russian onion,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulb,,,,Russian onion,,,,,,,,,,,,As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Artemisia dracunculoides,,,,,Russian tarragon,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaves,,,,Russian tarragon,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Escobedia scabrifolia,,,,,saffron of Andes; saffron root,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,root,,,,saffron of Andes; saffron root,,,,,,,,,,,,Trop Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,Sagapenum,resin of Ferula persica,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Sagapenum,,,,,,,,,,,,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,13.0,,,,Salvia officinalis,Britannica,,,,sage,,,,vanwyk_2014_culinary,1.0,1.0,,1.0,,1.0,,,4,,,,Plantae,leaf,,,,sage; common sage; garden sage,,,,,,,,,,,,S Eur; Med,,,,,,,,,,,,I 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Quararibea fieldii,,,,,saha,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower,,,,saha,,,,,,,,,,,,Trop Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Sanguisorba minor,,,,,salad burnet; burnet; small burnet,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fresh leaf,,,,salad burnet; burnet; small burnet,,,,,,,,,,,,C & S Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Syzygium polyanthum,,,,,salam; Indonesian bay-leaf,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,salam; Indonesian bay-leaf,,,,,,,,,,,,Indomal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,Salep,root of Orchis morio; O. latifolia and other species,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Salep,,,,,,,,,,,,Near East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Sambac, zambac",flower of Jasminum sambac,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Sambac, zambac",,,,,,,,,,,,south-west Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,Sanchi ginseng,root of Panax notoginseng,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Sanchi ginseng,,,,,,,,,,,,northern Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Allium schorodoprasum,,,,,sand leek; Spanish garlic; rocambole,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,bulblet; leaf,,,,sand leek; Spanish garlic; rocambole,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Sandarac, pounce, citronwood",Callitris quadrivalvis,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Sandarac, pounce, citronwood",,,,,,,,,,,,western Mediterranean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,Sarsaparilla,root of Smilax spp.,,See also China root,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Sarsaparilla,,,,,,,,,,,,America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,17.0,,,,Sassafras albidum,Britannica,,,,sassafras,bark of Sassafras albidum,,See also Canela sassafras,vanwyk_2014_culinary,1.0,1.0,1.0,1.0,,1.0,,,5,,,,Plantae,leaf,,,,sassafras; filé powder,Sassafras,,,,,,,filé,,,,N Am,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,Sassafras,bark of Sassafras albidum,,See also Canela sassafras,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Sassafras,,,,,,,,,,,,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Citrus unshiu,,,,,satsuma mandarin; unshiu mikan,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,satsuma mandarin; unshiu mikan,,,,,,,,,,,,Trop As; China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,11.0,,,,Satureja hortensis,,,,,savory,,,,vanwyk_2014_culinary,1.0,,,1.0,,1.0,,,3,,,,Plantae,leaf; herb,,,,savory; summer savory; garden savory,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,"Savory, Summer and Winter",,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Solanum aethiopicum,,,,,scarlet egg plant; bitter berry,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; fruit,,,,scarlet egg plant; bitter berry,,,,,,,,,,,,Trop Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Anthoxanthum odoratum,,,,,scented vernal grass; sweet vernal grass,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,scented vernal grass; sweet vernal grass,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Scotch bonnet, country pepper, habañero, piri-piri",fruit of Capsicum chinense,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Scotch bonnet, country pepper, habanero, piri-piri",,,,,,,,,,,,Central and South America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Mentha × gracilis,,,,,Scotch mint; Scotch spearmint; ginger mint,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,Scotch mint; Scotch spearmint; ginger mint,,,,,,,,,,,,Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,Screw Pine,,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,4.0,,,,,,,,,sea salt,,,,,,,,,,,,,0,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,Sea Salts,,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Artemisia maritima,,,,,sea wormwood,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,sea wormwood,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Crambe maritima,,,,,seakale; sea kale,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,seakale; sea kale,,,,,,,,,,,,Eur; W As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,Seaweeds,,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,26.0,,,,Senna alexandrina var. alexandrina,,Cassia angustifolia Vahl,Cassia acutifolia Del.,,senna,,,,hu_history_1990,,,,,,,,1.0,1,medicine,,,Plantae,leafy shoots,,,,,,,,,,,,,,,,Tr As,,19.0,14.0,,Asia,,,,,,,,,,,,,,,,,,,,番瀉葉,fānxièyè,,,,,,,,,,,,,Sennae Folium,1.0,polyu-tcm,,番瀉葉,fānxièyè,Senna Leaf,Dried leaflet of Cassia angustifolia Vahl or Cassia acutfolia Delile (Fam. Fabaceae),Induce catharsis medicinal,"sweet, bitter; cold",Large intestine,,,yes,1894,,,,,,,,,,,
maybe,40.0,,,,Sesamum indicum,L.,Sesamum orientale L.,,,sesame,,,,vanwyk_2014_culinary,1.0,,,1.0,,1.0,1,1.0,5,oil-seed,,,Plantae,dried ripe seed,,,,sesame; sesam,,,,,,,,black sesame,,,,Afr; Ind,,10.0,76.0,,Asia,China; El-Salvador; Ethiopia; Guatemala; India; Mexico; Nicaragua,,"nutty, earthy",0,garnishes; cosmetics,,III 58,,,,,,,sesame,,,,,,黑芝麻,hēizhīmá,black-sesame,,,szezámmag,,,,,,,,,Semen Sesami; Sesami Nigrum Semen,1.0,polyu-tcm,,黑芝麻,hēizhīmá,Black Sesame,Dried ripe seed of Sesamum indicum L. (Fam. Pedaliaceae),Yin-tonifying medicinal,sweet; neutral,"Liver, Kidney, Large intestine",,,yes,100,,,,,,,,,,,
maybe,8.0,,,,Rumex acetosella,,,,,sheep sorrel,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fresh lea,,,,sheep sorrel,,,,,,,,,,,,N Temp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Alpinia zerumbet,,,,,shell ginger,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; rhizome,,,,shell ginger,,,,,,,,,,,,As; Pac; E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,shichimi togarashi,a Japanese spice mixture made of seven ingredients,,,manual,,,,,,,,,0,,,,,,https://en.wikipedia.org/wiki/Shichimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,,,,,,Shiso,,,,hill_contemporary_2004,,1.0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Perilla frutescens,,,,,shiso; beefsteak plant; perilla; purple mint,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,shiso; beefsteak plant; perilla; purple mint,,,,,,,,,,,,E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Monodora brevipes,,,,,short-stemmed African nutmeg; yellow flowery nutmeg,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed,,,,short-stemmed African nutmeg; yellow flowery nutmeg,,,,,,,,,,,,Trop Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Calamintha grandiflora,,,,,showy calamint; showy savory; large flowered calamint,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,showy calamint; showy savory; large flowered calamint,,,,,,,,,,,,S Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Piper umbellatum,,,,,shrubby pepper,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit; stem,,,,shrubby pepper,,,,,,,,,,,,Trop Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Siam benzoin, gum benzoin, Siam balsam",resin of Styrax tonkinense,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Siam benzoin, gum benzoin, Siam balsam",,,,,,,,,,,,Indochina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Coluria geoides,,,,,Siberian avens; clove root; clove oil plant,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,root,,,,Siberian avens; clove root; clove oil plant,,,,,,,,,,,,As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Pinus cembra,,,,,Siberian pine nuts,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed,,,,Siberian pine nuts,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Sichuan pepper, fagara, Szechwan pepper",fruit of Zanthoxylum simulans,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Sichuan pepper, fagara, Szechwan pepper",,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Capparis sicula,,,,,Sicili caper,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,flower bud; unripe fruit,,,,Sicili caper,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,11.0,,,,,,,,,Silphium,resin of an extinct plant cf. genus Ferula,,,dalby_2000_dangerous,,,1.0,,,1.0,,,2,,,,Plantae,,,,,,Silphium,,,,,,,silphion,,,,,north Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Myristica argentea,,,,,silver nutmeg,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed; aril,,,,silver nutmeg,,,,,,,,,,,,New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Portulaca quadrifida,,,,,single-flowered purslane; wild purslane,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,single-flowered purslane; wild purslane,,,,,,,,,,,,S Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Sium sisarum,,,,,skirret; crummock,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,skirret; crummock,,,,,,,,,,,,E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Kaempferia galanga,,,,,small galangal; kencur; sha jiang,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,rhizome; leaf,,,,small galangal; kencur; sha jiang,,,,,,,,,,,,Trop As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Cnidium monnieri,,,,,snow parsley,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,snow parsley,,,,,,,,,,,,E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,5.0,,,,Rumex species,,,,,sorrel,,,,,1.0,,,,,,,,1,,,,Plantae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rumex acetosa,,,,,sorrel; common sorrel; garden sorrel,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fresh leaf,,,,sorrel; common sorrel; garden sorrel,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Oxalis pes-caprae,,,,,sorrel; yellow sorrel,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,sorrel; yellow sorrel,,,,,,,,,,,,S Afr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Drimys piperita,,,,,South American mountain pepper,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,South American mountain pepper,,,,,,,,,,,,S Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,Artemisia abrotanum,,,,,southernwood,,,,vanwyk_2014_culinary,,,,1.0,,1.0,,,2,,,,,leaves,,,,southernwood,,,,,,,,,,,,Eur?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Glycine max,,,,,soybean; soya bean; soya,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,seed,,,,soybean; soya bean; soya,,,,,,,,,,,,As; E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Lavandula stoechas,,,,,Spanish lavender; Arabian lavender; French lavender; Italian lavender,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,Spanish lavender; Arabian lavender; French lavender; Italian lavender,,,,,,,,,,,,Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Salvia lavandulifolia,,,,,Spanish sage,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,Spanish sage,,,,,,,,,,,,S Eur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Lippia micromera,,,,,Spanish thyme; Puerto Rico oregano,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; herb,,,,Spanish thyme; Puerto Rico oregano,,,,,,,,,,,,N Am; S Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Thymus zygis,,,,,Spanish thyme; sauce thyme,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,Spanish thyme; sauce thyme,,,,,,,,,,,,W Med,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Rumex hastatus,,,,,speared sorrel,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,speared sorrel,,,,,,,,,,,,E As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,15.0,,,,Mentha spicata ,,,,,spearmint,,,,vanwyk_2014_culinary,1.0,,,1.0,,,1?,,2,herb,,,Plantae,leaf; herb,,,,spearmint; garden mint; crisp mint; green mint; lamb mint,,,,,,,,,,,,Eur,,,,,,,,"aromatic, cooling",1,"salads, garnishes; colic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Spikenard, +nard",root of Nardostachys jatamansi,,,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,Spikenard,,,,,,,,,,,,Himalayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Spilanthes acmella,,,,,spilanthes; pará cress,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf; flower head,,,,spilanthes; pará cress,,,,,,,,,,,,Braz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Hypericum perforatum,,,,,St John’s wort,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,herb,,,,St John’s wort,,,,,,,,,,,,Eur; As,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Stevia rebaudiana,,,,,stevia; sugar-leaf,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,leaf,,,,stevia; sugar-leaf,,,,,,,,,,,,S Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,15.0,,,,Liquidambar orientalis,Miller,,,,storax,,,,hu_history_1990,,,,,,,,,0,medicine,,,,resin,https://en.wikipedia.org/wiki/Liquidambar_orientalis,,,,,,,,,,,,,,,As M,,36.0,28.0,,Asia,,,,,,,,,,,,,,,,,,,,蘇合香,sūhéxiāng,,,,,,,,,,,,,,,,,,,,,,,,,,yes,547,,,,,,,,,,,
maybe,9.0,,,,,,,,,"Storax, styrax, +oriental sweet gum",resin of Styrax officinalis,,See also Liquid storax,dalby_2000_dangerous,,,1.0,,,,,,1,,,,Plantae,,,,,,"Storax, styrax",,,,,,,,,,,,Near East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,8.0,,,,Xylopia parviflora,,,,,striped African pepper,,,,vanwyk_2014_culinary,,,,1.0,,,,,1,,,,,fruit,,,,striped African pepper,,,,,,,,,,,,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,13.0,,,,Saccharum officinarum,L.,,,,sugar,,,,,,,,,,,,,0,commodity,,,Plantae,stalk/stem and its liquid,,,,,,,,,,,,,,,sugarcane,New Guinea,,,,,,,,,,,,II 169,,,,,,,sugar,,,,,,,,,,,,,,,,,,"sugar; saccharum; officinarum, ""of dispensaries""",,,,,,,,,,,,,,,,,,,,,4547.0,,,,,,
